0,0,0,0
0.051412,1.464,1.1518,1.3141
0.10282,2.9152,2.2989,2.6197
0.15424,4.3535,3.4415,3.9169
0.20565,5.7791,4.5794,5.2057
0.25706,7.1921,5.7129,6.4862
0.30847,8.5926,6.8418,7.7585
0.35988,9.9808,7.9661,9.0225
0.4113,11.357,9.086,10.278
0.46271,12.723,10.201,11.526
0.51412,14.08,11.312,12.766
0.56553,15.426,12.418,13.998
0.61695,16.76,13.518,15.221
0.66836,18.084,14.614,16.437
0.71977,19.397,15.705,17.645
0.77118,20.7,16.792,18.846
0.82259,21.992,17.874,20.038
0.87401,23.273,18.951,21.223
0.92542,24.544,20.024,22.4
0.97683,25.804,21.092,23.57
1.0282,27.055,22.156,24.732
1.0797,28.295,23.216,25.886
1.1311,29.525,24.27,27.033
1.1825,30.745,25.321,28.173
1.2339,31.955,26.367,29.305
1.2853,33.155,27.408,30.43
1.3367,34.346,28.445,31.548
1.3881,35.527,29.478,32.659
1.4395,36.698,30.507,33.762
1.491,37.859,31.531,34.858
1.5424,39.012,32.55,35.948
1.5938,40.154,33.566,37.03
1.6452,41.288,34.577,38.105
1.6966,42.412,35.584,39.173
1.748,43.528,36.586,40.235
1.7994,44.636,37.585,41.289
1.8508,45.734,38.579,42.337
1.9022,46.822,39.569,43.378
1.9537,46.602,39.548,43.545
2.0051,46.236,39.357,43.251
2.0565,45.863,39.158,42.971
2.1079,45.505,38.96,42.694
2.1593,45.156,38.758,42.419
2.2107,44.811,38.553,42.145
2.2621,44.519,38.349,41.873
2.3135,44.23,38.146,41.603
2.365,43.942,37.945,41.335
2.4164,43.656,37.744,41.068
2.4678,43.372,37.544,40.803
2.5192,43.09,37.346,40.54
2.5706,42.81,37.148,40.278
2.622,42.531,36.952,40.019
2.6734,42.255,36.756,39.76
2.7248,41.98,36.562,39.504
2.7763,41.707,36.368,39.249
2.8277,41.435,36.176,38.996
2.8791,41.166,35.985,38.744
2.9305,40.898,35.794,38.494
2.9819,40.632,35.605,38.246
3.0333,40.368,35.381,37.999
3.0847,40.105,35.147,37.754
3.1361,39.855,34.915,37.51
3.1876,39.607,34.684,37.268
3.239,39.361,34.455,37.028
3.2904,39.115,34.214,36.789
3.3418,38.89,33.953,36.552
3.3932,38.691,33.695,36.316
3.4446,38.493,33.438,36.082
3.496,38.297,33.183,35.849
3.5474,38.101,32.93,35.618
3.5988,37.906,32.664,35.388
3.6503,37.712,32.393,35.16
3.7017,37.519,32.124,34.933
3.7531,37.331,31.858,34.707
3.8045,37.147,31.593,34.483
3.8559,36.979,31.331,34.261
3.9073,36.812,31.071,34.04
3.9587,36.646,30.813,33.82
4.0101,36.481,30.557,33.602
4.0616,36.317,30.304,33.385
4.113,36.153,30.052,33.17
4.1644,35.99,29.803,32.956
4.2158,35.828,29.556,32.743
4.2672,35.666,29.31,32.532
4.3186,35.505,29.067,32.322
4.37,35.345,28.826,32.114
4.4214,35.186,28.587,31.907
4.4729,35.027,28.35,31.701
4.5243,34.869,28.114,31.496
4.5757,34.712,27.881,31.293
4.6271,34.555,27.65,31.091
4.6785,34.4,27.42,30.891
4.7299,34.245,27.191,30.691
4.7813,34.09,26.949,30.493
4.8327,33.936,26.709,30.297
4.8842,33.783,26.472,30.101
4.9356,33.632,26.237,29.907
4.987,33.495,26.004,29.714
5.0384,33.358,25.773,29.522
5.0898,33.222,25.544,29.332
